1.000000	1451.430000	70.000000
2.000000	1450.444000	60.000000
3.000000	1449.458000	8.000000
4.000000	1448.472000	60.000000
5.000000	1447.486000	66.000000
6.000000	1446.500000	51.000000
7.000000	1445.514000	94.000000
8.000000	1444.528000	55.000000
9.000000	1443.542000	50.000000
10.000000	1442.556000	98.000000
11.000000	1441.570000	47.000000
12.000000	1440.584000	80.000000
13.000000	1439.598000	90.000000
14.000000	1438.612000	75.000000
15.000000	1437.626000	53.000000
16.000000	1436.640000	43.000000
17.000000	1435.654000	61.000000
18.000000	1434.668000	68.000000
19.000000	1433.682000	49.000000
20.000000	1432.696000	82.000000
21.000000	1431.710000	93.000000
22.000000	1430.724000	75.000000
23.000000	1429.738000	66.000000
24.000000	1428.752000	93.000000
25.000000	1427.766000	77.000000
26.000000	1426.780000	96.000000
27.000000	1425.794000	107.000000
28.000000	1424.808000	103.000000
29.000000	1423.822000	80.000000
30.000000	1422.836000	67.000000
31.000000	1421.850000	49.000000
32.000000	1420.864000	108.000000
33.000000	1419.878000	100.000000
34.000000	1418.892000	85.000000
35.000000	1417.906000	95.000000
36.000000	1416.920000	45.000000
37.000000	1415.934000	74.000000
38.000000	1414.948000	60.000000
39.000000	1413.962000	95.000000
40.000000	1412.976000	92.000000
41.000000	1411.990000	64.000000
42.000000	1411.004000	58.000000
43.000000	1410.018000	63.000000
44.000000	1409.032000	48.000000
45.000000	1408.046000	78.000000
46.000000	1407.060000	98.000000
47.000000	1406.074000	80.000000
48.000000	1405.088000	72.000000
49.000000	1404.102000	80.000000
50.000000	1403.116000	68.000000
51.000000	1402.130000	55.000000
52.000000	1401.144000	64.000000
53.000000	1400.158000	71.000000
54.000000	1399.172000	81.000000
55.000000	1398.186000	63.000000
56.000000	1397.200000	91.000000
57.000000	1396.214000	37.000000
58.000000	1395.228000	53.000000
59.000000	1394.242000	60.000000
60.000000	1393.256000	55.000000
61.000000	1392.270000	86.000000
62.000000	1391.284000	78.000000
63.000000	1390.298000	69.000000
64.000000	1389.312000	81.000000
65.000000	1388.326000	78.000000
66.000000	1387.340000	91.000000
67.000000	1386.354000	68.000000
68.000000	1385.368000	56.000000
69.000000	1384.382000	101.000000
70.000000	1383.396000	79.000000
71.000000	1382.410000	77.000000
72.000000	1381.424000	68.000000
73.000000	1380.438000	103.000000
74.000000	1379.452000	57.000000
75.000000	1378.466000	78.000000
76.000000	1377.480000	88.000000
77.000000	1376.494000	87.000000
78.000000	1375.508000	77.000000
79.000000	1374.522000	53.000000
80.000000	1373.536000	68.000000
81.000000	1372.550000	86.000000
82.000000	1371.564000	77.000000
83.000000	1370.578000	65.000000
84.000000	1369.592000	65.000000
85.000000	1368.606000	53.000000
86.000000	1367.620000	59.000000
87.000000	1366.634000	76.000000
