1.0	1450.4476983958793	64.0
2.0	1449.4671493654846	54.0
3.0	1448.4865574962316	45.0
4.0	1447.5059229316562	68.0
5.0	1446.5252458152947	81.0
6.0	1445.5445262906835	50.0
7.0	1444.5637645013583	76.0
8.0	1443.5829605908555	45.0
9.0	1442.602114702711	46.0
10.0	1441.6212269804616	75.0
11.0	1440.6402975676428	56.0
12.0	1439.6593266077912	84.0
13.0	1438.6783142444424	79.0
14.0	1437.697260621133	72.0
15.0	1436.716165881399	56.0
16.0	1435.7350301687768	78.0
17.0	1434.7538536268023	58.0
18.0	1433.7726363990116	84.0
19.0	1432.791378628941	61.0
20.0	1431.8100804601265	79.0
21.0	1430.8287420361044	88.0
22.0	1429.847363500411	87.0
23.0	1428.865944996582	61.0
24.0	1427.8844866681538	61.0
25.0	1426.9029886586627	69.0
26.0	1425.9214511116447	92.0
27.0	1424.939874170636	110.0
28.0	1423.9582579791727	95.0
29.0	1422.976602680791	95.0
30.0	1421.994908419027	77.0
31.0	1421.013175337417	80.0
32.0	1420.0314035794968	90.0
33.0	1419.049593288803	80.0
34.0	1418.0677446088714	67.0
35.0	1417.0858576832384	62.0
36.0	1416.10393265544	51.0
37.0	1415.1219696690125	53.0
38.0	1414.139968867492	60.0
39.0	1413.1579303944145	89.0
40.0	1412.1758543933163	91.0
41.0	1411.1937410077335	55.0
42.0	1410.211590381202	59.0
43.0	1409.2294026572586	67.0
44.0	1408.247177979439	68.0
45.0	1407.2649164912793	56.0
46.0	1406.2826183363159	70.0
47.0	1405.300283658085	82.0
48.0	1404.3179126001223	85.0
49.0	1403.3355053059643	89.0
50.0	1402.353061919147	74.0
51.0	1401.370582583207	42.0
52.0	1400.3880674416796	71.0
53.0	1399.4055166381017	43.0
54.0	1398.4229303160093	58.0
55.0	1397.4403086189384	68.0
56.0	1396.457651690425	70.0
57.0	1395.4749596740057	83.0
58.0	1394.4922327132165	61.0
59.0	1393.5094709515934	57.0
60.0	1392.5266745326726	54.0
61.0	1391.5438435999902	84.0
62.0	1390.5609782970823	85.0
63.0	1389.5780787674855	52.0
64.0	1388.5951451547355	71.0
65.0	1387.6121776023685	34.0
66.0	1386.6291762539208	72.0
67.0	1385.6461412529284	56.0
68.0	1384.6630727429279	72.0
69.0	1383.6799708674546	93.0
70.0	1382.6968357700455	93.0
71.0	1381.7136675942363	81.0
72.0	1380.7304664835633	91.0
73.0	1379.7472325815625	73.0
74.0	1378.7639660317702	46.0
75.0	1377.7806669777226	93.0
76.0	1376.7973355629558	84.0
77.0	1375.8139719310059	70.0
78.0	1374.830576225409	99.0
79.0	1373.8471485897012	73.0
80.0	1372.863689167419	62.0
81.0	1371.8801981020983	76.0
82.0	1370.8966755372753	82.0
83.0	1369.913121616486	61.0
84.0	1368.9295364832667	55.0
85.0	1367.9459202811538	28.0
86.0	1366.9622731536829	49.0
87.0	1365.9785952443906	88.0
88.0	1364.994886696813	59.0
89.0	1364.011147654486	79.0
90.0	1363.027378260946	28.0
91.0	1362.043578659729	68.0
92.0	1361.0597489943711	55.0
93.0	1360.0758894084088	67.0
94.0	1359.092000045378	30.0
95.0	1358.1080810488147	61.0
96.0	1357.1241325622555	69.0
97.0	1356.1401547292362	49.0
98.0	1355.156147693293	40.0
99.0	1354.172111597962	48.0
100.0	1353.1880465867794	40.0
101.0	1352.2039528032815	56.0
102.0	1351.2198303910043	38.0
103.0	1350.235679493484	43.0
104.0	1349.2515002542568	38.0
105.0	1348.2672928168588	68.0
106.0	1347.2830573248261	58.0
107.0	1346.298793921695	59.0
108.0	1345.3145027510016	56.0
109.0	1344.3301839562819	64.0
110.0	1343.3458376810722	48.0
111.0	1342.3614640689086	36.0
112.0	1341.3770632633273	56.0
113.0	1340.3926354078644	68.0
114.0	1339.4081806460563	73.0
115.0	1338.4236991214386	81.0
116.0	1337.4391909775482	55.0
117.0	1336.4546563579204	66.0
118.0	1335.470095406092	64.0
119.0	1334.485508265599	87.0
120.0	1333.5008950799775	67.0
121.0	1332.5162559927635	80.0
122.0	1331.5315911474934	37.0
123.0	1330.5469006877033	72.0
124.0	1329.5621847569291	72.0
125.0	1328.5774434987075	57.0
126.0	1327.592677056574	93.0
127.0	1326.6078855740654	79.0
128.0	1325.6230691947173	62.0
129.0	1324.6382280620662	67.0
130.0	1323.653362319648	47.0
131.0	1322.6684721109991	83.0
132.0	1321.6835575796554	57.0
133.0	1320.6986188691533	87.0
134.0	1319.7136561230288	73.0
135.0	1318.728669484818	56.0
136.0	1317.7436590980574	58.0
137.0	1316.7586251062826	46.0
138.0	1315.7735676530303	50.0
139.0	1314.7884868818362	70.0
140.0	1313.8033829362369	89.0
141.0	1312.818255959768	78.0
142.0	1311.8331060959663	87.0
143.0	1310.8479334883673	72.0
144.0	1309.8627382805078	65.0
145.0	1308.8775206159235	99.0
146.0	1307.8922806381506	99.0
147.0	1306.9070184907252	58.0
148.0	1305.9217343171838	60.0
149.0	1304.9364282610622	104.0
150.0	1303.9511004658968	103.0
151.0	1302.9657510752238	78.0
152.0	1301.980380232579	82.0
153.0	1300.9949880814988	99.0
154.0	1300.0095747655191	98.0
155.0	1299.0241404281765	68.0
156.0	1298.0386852130068	102.0
157.0	1297.0532092635463	74.0
158.0	1296.0677127233312	92.0
159.0	1295.0821957358974	90.0
160.0	1294.0966584447813	98.0
161.0	1293.111100993519	106.0
162.0	1292.1255235256465	80.0
163.0	1291.1399261847	98.0
164.0	1290.154309114216	85.0
165.0	1289.1686724577303	128.0
166.0	1288.183016358779	132.0
167.0	1287.1973409608986	88.0
168.0	1286.2116464076248	92.0
169.0	1285.2259328424943	105.0
170.0	1284.2402004090427	93.0
171.0	1283.2544492508066	114.0
172.0	1282.2686795113218	107.0
173.0	1281.2828913341245	92.0
174.0	1280.2970848627513	124.0
175.0	1279.3112602407377	118.0
176.0	1278.3254176116204	104.0
